vendor_id,rate_code,passenger_count,trip_time_in_secs,trip_distance,payment_type,fare_amount
VTS,1,6,240,1.03,CSH,5.5
VTS,1,6,600,1.53,CRD,8.5
VTS,1,6,1140,4.28,CRD,17.5
VTS,1,1,240,1.02,CSH,5.5
VTS,1,1,480,2.66,CRD,10
VTS,1,1,600,1.63,CSH,9
VTS,1,1,540,2.25,CRD,9.5
VTS,1,1,960,3.58,CRD,14
VTS,1,1,360,0.93,CRD,6.5
VTS,1,1,480,0.97,CRD,7
VTS,1,1,480,1.27,CRD,7
VTS,1,1,480,2.03,CSH,8.5
VTS,1,1,240,0.78,CRD,5
VTS,1,1,960,5.88,CSH,18.5
VTS,1,1,1080,2.44,CRD,13.5
VTS,1,1,660,2.13,CSH,10
VTS,1,1,300,1.69,CRD,7
VTS,1,1,480,1.69,CRD,8
VTS,1,1,180,0.53,CRD,4
VTS,1,1,240,0.51,CRD,4.5
VTS,1,1,1380,3.09,CRD,15.5
VTS,1,1,180,0.55,CRD,4.5
VTS,1,1,360,0.42,CRD,5.5
VTS,1,1,540,2.66,CSH,10
VTS,1,1,1080,3.51,CRD,15
VTS,1,1,840,1.31,CRD,10
VTS,1,1,420,1.14,CSH,7
VTS,1,1,1020,1.16,CRD,11
VTS,1,1,180,0.83,CRD,5
VTS,1,1,540,1.52,CRD,8
VTS,1,1,360,0.73,CSH,5.5
VTS,1,1,360,1.47,CRD,7
VTS,1,1,540,1.63,CRD,8.5
VTS,1,1,900,2.53,CSH,11.5
VTS,1,1,540,1.28,CRD,7.5
VTS,1,1,2160,13.96,CSH,43
VTS,1,1,1200,4.49,CSH,17.5
VTS,1,1,360,1.52,CRD,7
VTS,1,1,1320,14.23,CRD,39
VTS,1,1,240,1.25,CSH,6
VTS,1,1,300,1.21,CSH,6
VTS,1,1,900,2.62,CSH,12
VTS,1,1,480,1.21,CSH,7.5
VTS,1,1,840,1.49,CSH,10
VTS,1,1,780,1.2,CRD,9
VTS,1,1,300,1.17,CSH,6
VTS,1,1,240,0.99,CSH,5.5
VTS,1,1,1380,4.54,CSH,19
VTS,1,1,660,2.81,CSH,11.5
VTS,1,1,300,1.05,CRD,5.5
VTS,1,1,540,2.09,CRD,9
VTS,1,1,300,1.65,CSH,6.5
VTS,1,1,720,3.01,CRD,12
VTS,1,1,240,0.83,CSH,5.5
VTS,1,1,480,1.77,CRD,8
VTS,1,1,300,0.95,CSH,5.5
VTS,1,1,1560,6.98,CRD,25.5
VTS,1,1,540,1.81,CSH,8
VTS,1,1,240,1.09,CSH,6
VTS,1,1,1140,3.95,CSH,17
VTS,1,1,540,1.01,CRD,7
VTS,1,1,420,0.6,CRD,6
VTS,1,1,60,0.37,CSH,3
VTS,1,1,420,1.59,CRD,8
VTS,1,1,660,2.16,CSH,10
VTS,1,1,240,0.6,CRD,4
VTS,1,1,720,2.93,CSH,12
VTS,1,1,120,0.4,CSH,4
VTS,1,1,1380,4.42,CSH,19
VTS,1,1,180,0.72,CSH,4.5
VTS,1,1,1140,3.98,CRD,16
VTS,1,1,780,4.42,CSH,15.5
VTS,1,1,660,2.22,CRD,10
VTS,1,1,720,3.13,CSH,12
VTS,1,1,1680,8.64,CRD,29.5
VTS,1,1,900,4.4,CRD,15.5
VTS,1,1,180,0.51,CRD,4
VTS,1,1,780,2.96,CRD,12.5
VTS,1,1,780,1.5,CSH,9.5
VTS,1,1,840,2.29,CRD,11
VTS,1,1,300,1.65,CSH,7
VTS,1,1,540,1.21,CRD,7.5
VTS,1,1,420,0.71,CRD,6.5
VTS,1,1,720,2.11,CRD,10
VTS,1,1,900,8.04,CSH,23.5
VTS,1,1,1080,2.52,CRD,13
VTS,1,1,1500,2.73,CRD,17
VTS,1,1,240,1.36,CSH,6
VTS,1,1,420,1.57,CRD,7.5
VTS,1,1,540,3,CRD,10.5
VTS,1,1,300,0.72,CSH,5
VTS,1,1,780,1.65,CRD,10
VTS,1,1,480,1.23,CRD,7
VTS,1,1,1320,4.79,CRD,19.5
VTS,1,1,1080,5.1,CSH,17
VTS,1,1,1140,2.92,CSH,14.5
VTS,1,1,480,1.3,CRD,7.5
VTS,1,1,840,2.11,CSH,11
VTS,1,1,660,1.94,CRD,9.5
VTS,1,1,1080,2.38,CRD,13
VTS,1,1,480,1.37,CRD,7.5
VTS,1,1,120,0.64,CRD,4
VTS,1,1,420,1.71,CSH,7.5
VTS,1,1,840,3.41,CSH,13
VTS,1,1,780,6.03,CSH,18.5
VTS,1,1,540,1.35,CRD,7.5
VTS,1,1,1020,3.04,CRD,13.5
VTS,1,1,660,1.96,CRD,10
VTS,1,2,180,0.64,CSH,4.5
VTS,1,1,540,1.13,CRD,7.5
VTS,1,1,720,1.48,CRD,9.5
VTS,1,1,540,1.77,CSH,8.5
VTS,1,1,300,0.5,CSH,5
VTS,1,1,1320,4.49,CRD,18.5
VTS,1,1,240,0.83,CSH,5
VTS,1,1,1440,4.92,CSH,19.5
VTS,1,1,1200,7.49,CRD,23.5
VTS,1,1,480,1.19,CSH,7
VTS,1,1,360,1.24,CRD,6.5
VTS,1,1,240,0.92,CSH,5
VTS,1,6,780,3.05,CRD,12.5
VTS,1,6,660,1.26,CSH,8.5
VTS,1,6,840,2,CRD,10.5
VTS,1,6,960,2.9,CRD,12.5
VTS,1,6,1080,6.44,CRD,21
VTS,1,6,540,2.45,CSH,9.5
VTS,1,6,600,1.56,CRD,8
VTS,1,6,720,0.92,CRD,9
VTS,1,6,420,1.3,CRD,7.5
VTS,1,6,1500,3.65,CRD,18
VTS,1,6,300,1.53,CRD,6.5
VTS,1,6,360,1.09,CSH,6.5
VTS,1,6,1020,4.23,CSH,16.5
VTS,1,6,60,0.45,CRD,3.5
VTS,1,6,780,3.59,CRD,13.5
VTS,1,2,180,0.77,CRD,5
VTS,1,1,420,2.11,CRD,8
VTS,1,1,600,2.07,CRD,9
VTS,1,1,240,0.67,CSH,5
VTS,1,1,600,2.38,CSH,10
VTS,1,1,600,2.43,CSH,9.5
VTS,1,1,540,1.48,CSH,8
VTS,1,1,180,0.9,CSH,5
VTS,1,1,1080,2.19,CRD,12.5
VTS,1,1,600,1.08,CSH,8
VTS,1,1,360,0.89,CSH,5.5
VTS,1,1,540,1.41,CRD,8
VTS,1,1,1260,2.69,CRD,15
VTS,1,1,720,1.28,CRD,9
VTS,1,1,540,1.39,CRD,8
VTS,1,2,720,1.14,CRD,9
VTS,1,1,540,0.93,CRD,7
VTS,1,1,720,2.11,CSH,10.5
VTS,1,1,360,1.6,CSH,7
VTS,1,1,300,0.42,CSH,4.5
VTS,1,1,300,0.68,CRD,5
VTS,1,1,660,3.09,CRD,12
VTS,1,1,1140,2.67,CRD,14
VTS,1,1,480,1.16,CSH,7
VTS,1,1,420,1.07,CRD,6.5
VTS,1,1,780,3.26,CRD,13
VTS,1,1,420,1.52,CRD,7.5
VTS,1,1,120,0.57,CSH,4
VTS,1,1,600,1.4,CSH,8.5
VTS,1,1,2400,6.99,CRD,30.5
VTS,1,1,720,4.1,CRD,14.5
VTS,1,1,420,1.06,CSH,6.5
VTS,1,1,180,0.45,CSH,4
VTS,1,1,420,1.07,CSH,6.5
VTS,1,1,420,2.12,CSH,8.5
VTS,1,1,60,0.36,CRD,3
VTS,1,1,480,0.9,CRD,7
VTS,1,1,660,2.39,CRD,10.5
VTS,1,1,480,2.72,CSH,10.5
VTS,1,1,540,2.08,CRD,9
VTS,1,1,540,0.99,CSH,7
VTS,1,1,1800,4.7,CRD,21.5
VTS,1,1,540,2.41,CRD,9.5
VTS,1,1,360,1.23,CRD,6.5
VTS,1,1,720,1.91,CRD,9.5
VTS,1,1,540,2.83,CRD,10
VTS,1,1,720,2.71,CSH,11.5
VTS,1,1,1740,4.21,CSH,20.5
VTS,1,1,540,1.39,CRD,8
VTS,1,1,1080,3.43,CRD,14
VTS,1,1,480,0.94,CRD,7
VTS,1,1,1320,3.51,CSH,17
VTS,1,1,480,1.17,CRD,7.5
VTS,1,1,480,1.54,CRD,7.5
VTS,1,1,660,1.44,CRD,9
VTS,1,1,180,0.89,CRD,5
VTS,1,1,1200,2.51,CRD,15
VTS,1,1,900,3.15,CSH,12.5
VTS,1,1,1080,4.09,CSH,16.5
VTS,1,1,60,0.58,CSH,3.5
VTS,1,1,420,1.34,CRD,7
VTS,1,1,480,1,CRD,6.5
VTS,1,1,1320,4.21,CSH,17
VTS,1,1,1080,2.01,CRD,12.5
VTS,1,1,1260,3.83,CRD,16.5
VTS,1,1,420,1.01,CRD,6.5
VTS,1,1,960,2.37,CRD,12.5
VTS,1,1,300,0.6,CRD,4.5
VTS,1,1,1200,2.81,CSH,15
VTS,1,1,1860,2.43,CRD,19.5
VTS,1,1,360,1.85,CRD,7.5
VTS,1,1,480,1.28,CRD,7.5
VTS,1,1,1380,5.22,CRD,20
VTS,1,1,360,0.86,CRD,5.5
VTS,1,1,1080,3.57,CRD,16
VTS,1,1,600,1.22,CSH,8
VTS,1,1,600,2.45,CSH,10
VTS,1,1,240,0.66,CSH,5
VTS,1,1,720,2.33,CRD,10.5
VTS,1,1,1080,1.98,CRD,12.5
VTS,1,1,480,1.11,CSH,7
VTS,1,1,420,1.25,CSH,6.5
VTS,1,1,480,1.09,CRD,7
VTS,1,1,660,0.88,CSH,8
VTS,1,1,900,1.93,CRD,11
VTS,1,1,1020,2.19,CRD,12.5
VTS,1,1,600,1.22,CSH,7.5
VTS,1,1,360,1.01,CRD,6
VTS,1,1,120,0.47,CSH,3.5
VTS,1,1,660,2.96,CRD,12
VTS,1,1,180,0.73,CSH,5
VTS,1,1,780,3.36,CSH,12.5
VTS,1,1,900,1.76,CRD,11
VTS,1,1,1740,3.98,CRD,19.5
VTS,1,1,240,0.74,CSH,5.5
VTS,1,1,1140,3.11,CSH,14.5
VTS,1,1,540,1.18,CRD,7.5
VTS,1,1,120,0.44,CSH,3.5
VTS,1,1,420,1.8,CRD,8
VTS,1,1,480,1.03,CSH,7.5
VTS,1,1,900,1.6,CSH,10.5
VTS,1,1,540,3.54,CRD,11.5
VTS,1,1,600,2.73,CSH,11
VTS,1,1,660,1.31,CSH,8
VTS,1,1,1860,2.24,CSH,18.5
VTS,1,1,300,1.48,CRD,6.5
VTS,1,1,600,2.62,CSH,11
VTS,1,1,540,1.59,CRD,8
VTS,1,1,840,1.29,CRD,10
VTS,1,1,600,2.43,CRD,10
VTS,1,1,60,0.17,CSH,3
VTS,1,1,960,5.81,CRD,18
VTS,1,1,1200,2.01,CSH,14
VTS,1,1,360,1,CRD,6
VTS,1,1,720,2.44,CSH,10.5
VTS,1,1,600,3.51,CRD,12
VTS,1,1,120,0.51,CSH,3.5
VTS,1,1,300,0.66,CRD,5
VTS,1,1,420,1.24,CRD,6.5
VTS,1,1,420,1.09,CSH,6.5
VTS,1,1,600,1.92,CSH,8.5
VTS,1,1,1320,3.05,CRD,15.5
VTS,1,1,600,1.48,CRD,8.5
VTS,1,1,540,1.26,CRD,7.5
VTS,1,1,720,2.92,CSH,11.5
VTS,1,1,600,1.83,CSH,9
VTS,1,1,480,2.27,CRD,9.5
VTS,1,1,840,3.81,CRD,14.5
VTS,1,1,900,1.99,CSH,11
VTS,1,1,300,1.13,CSH,6
VTS,1,1,240,0.55,CSH,4.5
VTS,1,1,420,0.88,CRD,6.5
VTS,1,1,120,0.48,CSH,4
VTS,1,1,300,0.95,CSH,5.5
VTS,1,1,180,0.51,CSH,4
VTS,1,1,960,1.04,CSH,10.5
VTS,1,2,240,0.79,CSH,5
VTS,1,1,360,1.3,CRD,7
VTS,1,1,1140,3.72,CRD,15.5
VTS,1,1,180,0.43,CSH,4
VTS,1,1,1080,3,CRD,14
VTS,1,1,360,1.01,CRD,6
VTS,1,1,360,0.74,CRD,5.5
VTS,1,1,420,1.45,CSH,7.5
VTS,1,1,600,2.99,CSH,11
VTS,1,1,960,4.31,CRD,16
VTS,1,1,480,2.52,CSH,9.5
VTS,1,1,780,2.55,CRD,11
VTS,1,1,120,0.48,CSH,4
VTS,1,1,720,2.42,CRD,11.5
VTS,1,1,660,1.43,CRD,8.5
VTS,1,1,240,1.02,CRD,5.5
VTS,1,1,960,3.8,CRD,14.5
VTS,1,1,360,0.96,CSH,6
VTS,1,1,300,0.66,CSH,5
VTS,1,1,480,2.68,CRD,10
VTS,1,1,300,0.86,CRD,6
VTS,1,1,1500,5.3,CRD,21.5
VTS,1,1,480,0.85,CRD,7
VTS,1,1,300,1.05,CSH,6
VTS,1,1,60,0.01,CSH,2.5
VTS,1,1,300,1.28,CSH,6
VTS,1,1,360,1.45,CSH,7
VTS,1,1,180,0.73,CSH,4.5
VTS,1,1,1560,3.96,CSH,18.5
VTS,1,1,540,1.67,CSH,8
